%Set of all the words. We don't separate training for testing here since we use fold evaluation 10 levels. Generated by p3.cpp
@relation whole_set_p3
@attribute d1 integer
@attribute d2 integer
@attribute vowels integer
@attribute c1 {yes,no}
@attribute c2 {yes,no}
@attribute c3 {yes,no}
@attribute c4 {yes,no}
@attribute c5 {yes,no}
@attribute c6 {yes,no}
@attribute c7 {yes,no}
@attribute c9 {yes,no}
@attribute w_length integer
@attribute difficult {yes,no}
@data
9, 51, 2, no, no, no, no, no, no, no, no, 6, yes
9, 51, 2, no, no, no, no, no, no, no, no, 6, yes
23, 375, 1, no, no, no, no, no, no, no, no, 2, yes
22, 434, 1, no, no, no, no, no, no, no, no, 2, yes
9, 56, 3, no, no, no, no, no, no, no, no, 7, yes
9, 56, 3, no, no, no, no, no, no, no, no, 7, yes
12, 73, 3, no, no, no, no, no, no, no, no, 7, yes
12, 73, 3, no, no, no, no, no, no, no, no, 7, yes
12, 73, 3, no, no, no, no, no, no, no, no, 7, yes
12, 73, 3, no, no, no, no, no, no, no, no, 7, yes
6, 111, 3, no, no, no, no, no, no, no, no, 6, yes
13, 198, 2, no, no, yes, no, no, no, no, no, 5, yes
2, 6, 3, no, no, no, no, no, no, no, no, 7, yes
2, 4, 5, no, no, no, yes, no, no, no, no, 10, yes
2, 4, 5, no, no, no, no, no, no, no, no, 9, yes
2, 4, 5, no, no, no, no, no, no, no, no, 9, yes
0, 0, 5, no, no, no, no, no, no, no, no, 11, yes
0, 0, 5, no, no, no, no, no, no, no, yes, 12, yes
0, 0, 5, no, no, no, no, no, no, no, yes, 12, yes
0, 0, 3, no, no, no, no, no, no, no, no, 8, yes
8, 76, 3, no, no, no, no, no, no, no, no, 5, yes
8, 76, 3, no, no, no, no, no, no, no, no, 5, yes
8, 76, 3, no, no, no, no, no, no, no, no, 5, yes
5, 18, 4, yes, no, no, no, no, no, no, no, 8, yes
5, 18, 4, yes, no, no, no, no, no, no, no, 8, yes
5, 18, 4, yes, no, no, no, no, no, no, no, 8, yes
11, 312, 2, no, no, yes, no, no, no, no, no, 5, yes
11, 312, 2, no, no, yes, no, no, no, no, no, 5, yes
9, 85, 4, no, no, no, no, no, no, no, no, 8, yes
6, 83, 3, no, no, no, no, no, no, no, no, 6, yes
1, 4, 5, no, no, no, no, no, no, no, no, 11, yes
7, 34, 4, no, no, no, no, no, no, no, no, 9, yes
6, 34, 3, no, no, no, no, no, no, no, no, 7, yes
4, 27, 4, no, no, no, no, no, no, no, no, 7, yes
13, 126, 3, no, no, no, no, no, no, no, no, 6, yes
10, 62, 4, no, no, no, no, no, no, no, no, 9, yes
10, 62, 4, no, no, no, no, no, no, no, no, 9, yes
11, 87, 3, no, no, no, no, no, no, no, no, 6, yes
27, 331, 3, no, no, no, no, no, no, no, no, 6, yes
11, 164, 2, no, no, no, no, no, no, no, no, 6, yes
14, 136, 4, no, no, no, no, no, no, no, no, 7, yes
5, 18, 4, yes, no, no, no, no, no, no, no, 8, yes
3, 12, 6, no, no, no, no, no, no, no, no, 11, yes
9, 27, 5, no, no, no, no, no, no, no, no, 9, yes
8, 68, 3, no, no, yes, no, no, no, no, no, 7, yes
8, 68, 3, no, no, yes, no, no, no, no, no, 7, yes
31, 653, 2, no, no, no, no, no, no, no, no, 3, yes
31, 653, 2, no, no, no, no, no, no, no, no, 3, yes
31, 653, 2, no, no, no, no, no, no, no, no, 3, yes
26, 413, 3, no, no, no, no, no, no, no, no, 4, yes
26, 413, 3, no, no, no, no, no, no, no, no, 4, yes
12, 85, 3, no, no, yes, no, no, no, no, no, 7, yes
8, 68, 3, no, no, yes, no, no, no, no, no, 7, yes
21, 397, 2, no, no, no, no, no, no, no, no, 4, yes
15, 299, 3, no, no, no, no, no, no, no, no, 6, yes
15, 299, 3, no, no, no, no, no, no, no, no, 6, yes
5, 24, 4, no, no, no, no, no, no, no, no, 10, yes
5, 24, 4, no, no, no, no, no, no, no, no, 10, yes
1, 14, 5, no, no, no, yes, no, no, no, no, 10, yes
9, 56, 3, no, no, no, no, no, no, no, no, 7, yes
7, 48, 3, no, no, no, no, no, no, no, no, 8, yes
5, 30, 4, no, no, no, no, no, no, no, no, 8, yes
6, 119, 3, no, no, no, no, no, no, no, no, 6, yes
4, 27, 5, no, no, no, yes, no, no, no, no, 10, yes
7, 48, 3, no, no, no, no, no, no, no, no, 7, yes
22, 361, 2, no, no, no, no, no, no, no, no, 4, yes
1, 2, 7, no, no, no, no, no, no, no, no, 16, yes
21, 397, 2, no, no, no, no, no, no, no, no, 4, yes
15, 299, 3, no, no, no, no, no, no, no, no, 6, yes
6, 161, 4, no, no, no, no, no, no, no, no, 8, yes
13, 242, 3, no, no, no, no, no, no, no, no, 7, yes
16, 295, 3, no, no, no, no, no, no, no, no, 7, yes
7, 93, 3, no, no, no, no, no, no, no, no, 6, yes
6, 14, 5, no, no, no, no, no, no, no, no, 10, yes
4, 59, 3, no, no, no, no, no, no, no, no, 8, yes
6, 11, 6, no, no, no, no, no, no, no, no, 10, yes
2, 6, 3, no, no, no, no, no, no, no, no, 7, yes
3, 25, 3, no, no, no, no, no, no, no, no, 7, yes
3, 25, 3, no, no, no, no, no, no, no, no, 7, yes
3, 25, 3, no, no, no, no, no, no, no, no, 7, yes
4, 20, 5, no, no, no, no, no, no, no, no, 12, yes
3, 25, 3, no, no, no, no, no, no, no, no, 7, yes
3, 25, 3, no, no, no, no, no, no, no, no, 7, yes
3, 20, 3, no, no, no, no, no, no, no, no, 9, yes
1, 20, 4, no, no, no, no, no, no, no, no, 9, yes
9, 53, 3, no, no, no, no, no, no, no, no, 7, yes
1, 14, 4, no, no, no, no, no, no, no, no, 9, yes
2, 3, 5, no, no, no, no, no, no, no, no, 12, yes
1, 14, 4, no, no, no, no, no, no, no, no, 9, yes
1, 14, 4, no, no, no, no, no, no, no, no, 9, yes
1, 14, 4, no, no, no, no, no, no, no, no, 9, yes
3, 9, 4, no, no, no, no, no, no, no, no, 10, yes
5, 66, 2, no, no, no, no, no, no, no, no, 6, yes
6, 31, 3, no, no, no, no, no, no, no, no, 8, yes
2, 6, 5, no, no, no, no, no, no, no, no, 13, yes
6, 32, 3, no, no, no, no, no, no, no, no, 8, yes
7, 134, 3, no, no, no, no, no, no, no, no, 6, yes
7, 134, 3, no, no, no, no, no, no, no, no, 6, yes
7, 134, 3, no, no, no, no, no, no, no, no, 6, yes
8, 208, 3, no, no, no, no, no, no, no, no, 5, yes
3, 22, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 22, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 22, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 22, 4, no, no, no, no, no, no, no, yes, 9, yes
14, 246, 3, no, no, no, no, no, no, no, no, 5, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
3, 8, 5, no, no, no, no, no, no, no, no, 11, yes
3, 8, 5, no, no, no, no, no, no, no, no, 11, yes
3, 8, 5, no, no, no, no, no, no, no, no, 11, yes
3, 8, 5, no, no, no, no, no, no, no, no, 11, yes
4, 21, 3, no, no, no, no, no, no, no, no, 8, yes
5, 73, 3, no, no, no, no, no, no, no, no, 6, yes
0, 0, 9, no, no, no, yes, no, yes, no, no, 19, yes
0, 0, 4, no, no, no, no, no, no, no, no, 8, yes
0, 10, 3, no, no, no, no, no, no, no, no, 6, yes
6, 67, 3, no, no, no, no, no, no, no, no, 6, yes
6, 67, 3, no, no, no, no, no, no, no, no, 6, yes
6, 67, 3, no, no, no, no, no, no, no, no, 6, yes
6, 67, 3, no, no, no, no, no, no, no, no, 6, yes
6, 67, 3, no, no, no, no, no, no, no, no, 6, yes
2, 10, 2, no, no, no, no, no, no, no, no, 6, yes
3, 25, 4, no, no, no, no, no, no, no, no, 7, yes
3, 25, 4, no, no, no, no, no, no, no, no, 7, yes
3, 25, 4, no, no, no, no, no, no, no, no, 7, yes
3, 25, 4, no, no, no, no, no, no, no, no, 7, yes
6, 152, 3, no, yes, no, no, no, no, no, no, 6, yes
3, 114, 3, no, no, no, no, no, no, no, no, 6, yes
5, 68, 3, no, no, no, no, no, no, no, no, 6, yes
5, 68, 3, no, no, no, no, no, no, no, no, 6, yes
5, 68, 3, no, no, no, no, no, no, no, no, 6, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
4, 35, 4, no, no, no, no, no, no, no, no, 7, yes
3, 20, 2, no, no, no, no, yes, no, no, no, 6, yes
3, 6, 4, no, no, no, no, no, no, no, no, 8, yes
13, 203, 3, no, no, no, no, no, no, no, no, 6, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
3, 25, 4, no, no, no, no, no, no, no, no, 7, yes
3, 25, 4, no, no, no, no, no, no, no, no, 7, yes
3, 25, 4, no, no, no, no, no, no, no, no, 7, yes
2, 12, 3, no, no, no, no, no, no, no, no, 7, yes
4, 12, 4, no, no, no, no, no, no, no, no, 8, yes
3, 10, 3, no, no, no, no, no, no, no, no, 9, yes
3, 10, 3, no, no, no, no, no, no, no, no, 9, yes
6, 114, 2, no, no, no, no, no, no, no, no, 6, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
6, 48, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 325, 2, no, no, no, no, no, no, no, no, 3, yes
10, 144, 3, no, yes, no, no, no, no, no, no, 5, yes
7, 125, 3, no, yes, no, no, no, no, no, no, 6, yes
10, 173, 2, no, no, no, no, no, no, no, no, 5, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
5, 100, 3, no, no, no, no, no, no, no, no, 6, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
19, 245, 2, no, yes, no, no, no, no, no, no, 5, yes
19, 245, 2, no, yes, no, no, no, no, no, no, 5, yes
19, 245, 2, no, yes, no, no, no, no, no, no, 5, yes
13, 173, 2, no, no, no, no, no, no, no, no, 5, yes
6, 97, 3, no, no, no, no, no, no, no, no, 6, yes
6, 97, 3, no, no, no, no, no, no, no, no, 6, yes
6, 97, 3, no, no, no, no, no, no, no, no, 6, yes
6, 97, 3, no, no, no, no, no, no, no, no, 6, yes
6, 97, 3, no, no, no, no, no, no, no, no, 6, yes
6, 97, 3, no, no, no, no, no, no, no, no, 6, yes
17, 220, 2, no, no, no, no, no, no, no, no, 5, yes
2, 23, 4, no, no, no, no, no, no, no, no, 10, yes
13, 173, 2, no, no, no, no, no, no, no, no, 5, yes
45, 397, 1, no, no, no, no, no, no, no, no, 1, yes
2, 13, 5, no, no, yes, no, no, no, no, no, 10, yes
12, 194, 2, no, no, yes, no, no, no, no, no, 5, yes
2, 13, 5, no, no, yes, no, no, no, no, no, 10, yes
28, 448, 2, no, no, yes, no, yes, no, no, no, 4, yes
28, 448, 2, no, no, yes, no, yes, no, no, no, 4, yes
27, 431, 2, no, no, yes, no, yes, no, no, no, 5, yes
27, 431, 2, no, no, yes, no, yes, no, no, no, 5, yes
9, 94, 3, no, no, yes, no, no, no, no, no, 6, yes
2, 13, 5, no, no, yes, no, no, no, no, no, 10, yes
2, 13, 5, no, no, yes, no, no, no, no, no, 10, yes
11, 246, 2, no, no, no, no, yes, no, no, no, 4, yes
0, 3, 4, no, no, yes, no, no, no, no, no, 9, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
18, 213, 3, no, no, yes, no, no, no, no, no, 5, yes
15, 207, 3, no, no, yes, no, no, no, no, no, 5, yes
8, 68, 3, no, no, yes, no, no, no, no, no, 7, yes
2, 4, 5, no, no, yes, no, no, no, no, no, 12, yes
7, 113, 3, no, no, no, no, no, no, no, no, 6, yes
3, 5, 4, yes, no, yes, no, no, no, no, no, 9, yes
1, 4, 5, no, no, yes, no, no, no, no, yes, 11, yes
1, 4, 5, no, no, yes, no, no, no, no, yes, 11, yes
1, 4, 5, no, no, yes, no, no, no, no, yes, 11, yes
1, 4, 5, no, no, yes, no, no, no, no, yes, 11, yes
1, 4, 5, no, no, yes, no, no, no, no, yes, 11, yes
1, 4, 5, no, no, yes, no, no, no, no, yes, 11, yes
1, 4, 5, no, no, yes, no, no, no, no, yes, 11, yes
8, 59, 4, no, no, yes, no, no, no, no, no, 7, yes
7, 27, 4, no, no, no, no, no, no, no, no, 8, yes
13, 55, 4, no, no, yes, no, no, no, no, no, 8, yes
1, 32, 3, no, no, yes, no, no, no, no, no, 7, yes
9, 99, 3, no, no, yes, no, no, no, no, no, 7, yes
9, 132, 3, no, no, yes, no, no, no, no, no, 6, yes
14, 122, 3, no, no, yes, no, no, no, no, no, 6, yes
13, 194, 3, no, no, yes, no, no, no, no, no, 5, yes
3, 63, 2, no, no, no, no, no, no, no, no, 4, yes
14, 235, 2, no, no, yes, no, no, no, no, no, 4, yes
1, 32, 3, no, no, yes, no, no, no, no, no, 7, yes
1, 2, 6, no, no, no, no, no, no, no, no, 10, yes
1, 2, 6, no, no, no, no, no, no, no, no, 10, yes
1, 2, 6, no, no, no, no, no, no, no, no, 10, yes
1, 2, 6, no, no, no, no, no, no, no, no, 10, yes
1, 2, 6, no, no, no, no, no, no, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
5, 21, 4, no, no, no, no, no, yes, no, no, 10, yes
1, 4, 4, no, no, no, no, no, no, no, no, 8, yes
19, 142, 3, no, no, no, no, no, no, no, no, 6, yes
1, 4, 4, no, no, no, no, no, no, no, no, 8, yes
1, 4, 4, no, no, no, no, no, no, no, no, 8, yes
3, 10, 5, no, no, no, no, no, no, no, no, 10, yes
5, 15, 5, no, no, no, no, no, no, no, no, 8, yes
2, 10, 5, yes, no, no, no, no, no, no, no, 11, yes
2, 10, 5, yes, no, no, no, no, no, no, no, 11, yes
2, 10, 5, yes, no, no, no, no, no, no, no, 11, yes
2, 10, 5, yes, no, no, no, no, no, no, no, 11, yes
2, 10, 5, yes, no, no, no, no, no, no, no, 11, yes
2, 10, 5, yes, no, no, no, no, no, no, no, 11, yes
2, 10, 5, yes, no, no, no, no, no, no, no, 11, yes
2, 3, 6, no, no, no, yes, no, no, yes, no, 15, yes
2, 3, 6, no, no, no, yes, no, no, yes, no, 14, yes
2, 3, 5, yes, no, no, no, no, no, no, yes, 11, yes
2, 3, 5, yes, no, no, no, no, no, no, yes, 11, yes
2, 3, 5, no, no, no, no, no, no, no, no, 12, yes
2, 19, 4, no, no, no, no, no, no, no, no, 11, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
9, 36, 4, no, no, no, no, no, no, no, no, 10, yes
8, 27, 5, no, no, no, no, no, yes, no, no, 12, yes
2, 3, 5, no, no, no, no, no, no, no, no, 10, yes
6, 24, 4, no, no, no, no, no, no, no, no, 10, yes
6, 24, 4, no, no, no, no, no, no, no, no, 10, yes
1, 3, 5, no, no, no, no, no, no, no, no, 12, yes
1, 3, 5, no, no, no, no, no, no, no, no, 12, yes
1, 3, 5, no, no, no, no, no, no, no, no, 12, yes
1, 3, 5, no, no, no, no, no, no, no, no, 12, yes
1, 3, 5, no, no, no, no, no, no, no, no, 12, yes
3, 8, 4, yes, no, no, no, no, no, no, no, 10, yes
3, 5, 5, no, no, no, no, no, yes, no, no, 9, yes
3, 5, 5, no, no, no, no, no, yes, no, no, 9, yes
13, 55, 4, no, no, yes, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
3, 26, 4, no, no, no, no, no, no, no, no, 8, yes
19, 397, 2, no, no, no, no, no, no, no, no, 3, yes
9, 227, 2, no, no, no, no, no, no, no, no, 4, yes
4, 35, 4, no, no, yes, no, no, no, no, no, 8, yes
4, 35, 4, no, no, yes, no, no, no, no, no, 8, yes
1, 32, 3, no, no, yes, no, no, no, no, no, 7, yes
1, 32, 3, no, no, yes, no, no, no, no, no, 7, yes
19, 437, 1, no, no, no, no, yes, no, no, no, 2, yes
19, 437, 1, no, no, no, no, yes, no, no, no, 2, yes
5, 63, 3, no, no, no, no, no, no, no, yes, 6, yes
5, 68, 3, no, no, no, no, no, no, no, no, 6, yes
10, 173, 2, no, no, no, no, no, no, no, no, 5, yes
2, 52, 3, no, no, no, no, no, no, no, no, 6, yes
13, 203, 3, no, no, no, no, no, no, no, no, 6, yes
16, 381, 1, no, no, no, no, yes, no, no, no, 2, yes
17, 183, 2, no, no, no, no, no, no, no, no, 5, yes
5, 90, 3, no, no, no, no, no, no, no, no, 6, yes
5, 90, 3, no, no, no, no, no, no, no, no, 6, yes
5, 90, 3, no, no, no, no, no, no, no, no, 6, yes
0, 0, 4, no, no, no, no, no, no, no, no, 10, yes
0, 0, 4, no, no, no, no, no, no, no, no, 10, yes
11, 305, 2, no, no, no, no, no, no, no, no, 5, yes
1, 1, 5, yes, no, no, no, no, yes, no, no, 12, yes
1, 1, 5, yes, no, no, no, no, yes, no, no, 12, yes
1, 1, 5, yes, no, no, no, no, yes, no, no, 12, yes
1, 1, 5, yes, no, no, no, no, yes, no, no, 12, yes
1, 1, 5, yes, no, no, no, no, yes, no, no, 12, yes
17, 305, 2, no, no, no, no, no, no, no, no, 5, yes
17, 305, 2, no, no, no, no, no, no, no, no, 5, yes
19, 328, 2, no, no, no, no, no, no, no, no, 3, yes
5, 40, 3, no, no, no, no, no, no, no, no, 8, yes
4, 36, 4, no, no, no, no, no, yes, no, no, 9, yes
4, 36, 4, no, no, no, no, no, yes, no, no, 9, yes
4, 36, 4, no, no, no, no, no, yes, no, no, 9, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
4, 94, 3, no, no, no, no, no, no, no, no, 5, yes
5, 20, 4, no, no, no, no, no, no, no, no, 7, yes
14, 187, 2, no, no, no, no, no, no, no, no, 5, yes
19, 437, 1, no, no, no, no, yes, no, no, no, 2, yes
19, 437, 1, no, no, no, no, yes, no, no, no, 2, yes
12, 134, 2, no, no, no, no, no, no, no, no, 6, yes
14, 121, 3, no, no, no, no, no, no, no, no, 7, yes
12, 86, 3, no, no, no, no, no, no, no, no, 8, yes
9, 160, 2, no, no, no, no, yes, no, no, no, 5, yes
9, 160, 2, no, no, no, no, yes, no, no, no, 5, yes
11, 86, 3, no, no, no, no, no, no, no, no, 7, yes
16, 381, 1, no, no, no, no, yes, no, no, no, 2, yes
16, 381, 1, no, no, no, no, yes, no, no, no, 2, yes
38, 600, 1, no, no, no, no, no, no, no, no, 3, yes
0, 2, 3, no, no, no, no, no, no, no, no, 7, yes
3, 11, 3, no, no, no, no, no, no, no, no, 7, yes
3, 7, 3, no, no, no, no, no, no, no, no, 7, yes
15, 264, 2, no, no, no, no, no, no, no, no, 5, yes
20, 390, 2, no, no, no, no, no, no, no, no, 5, yes
20, 390, 2, no, no, no, no, no, no, no, no, 5, yes
5, 20, 4, no, no, no, no, no, no, no, no, 7, yes
12, 167, 2, no, no, no, no, no, no, no, no, 6, yes
34, 447, 1, no, no, no, no, no, no, no, no, 2, yes
25, 322, 3, no, no, no, no, no, no, no, no, 6, yes
14, 236, 2, no, no, no, no, no, no, no, no, 5, yes
1, 12, 3, no, no, no, no, no, no, no, no, 8, yes
4, 38, 4, no, no, no, no, yes, no, no, no, 8, yes
6, 138, 3, no, no, no, no, yes, no, no, no, 7, yes
6, 138, 3, no, no, no, no, yes, no, no, no, 7, yes
1, 7, 4, no, no, no, no, no, no, yes, no, 9, yes
1, 7, 4, no, no, no, no, no, no, yes, no, 9, yes
4, 8, 4, no, no, no, no, no, no, yes, no, 10, yes
14, 164, 3, no, no, no, no, no, no, yes, yes, 8, yes
19, 271, 3, no, no, no, no, no, no, no, no, 6, yes
19, 271, 3, no, no, no, no, no, no, no, no, 6, yes
19, 271, 3, no, no, no, no, no, no, no, no, 6, yes
6, 198, 3, no, no, no, no, no, no, yes, no, 6, yes
6, 198, 3, no, no, no, no, no, no, yes, no, 6, yes
3, 9, 4, no, no, no, no, no, no, no, no, 9, yes
3, 9, 4, no, no, no, no, no, no, no, no, 9, yes
25, 322, 3, no, no, no, no, no, no, no, no, 6, yes
16, 383, 2, no, no, no, no, no, no, no, no, 6, yes
5, 38, 4, no, no, no, no, no, no, no, no, 7, yes
0, 3, 4, no, no, no, no, no, no, no, no, 9, yes
0, 0, 6, no, no, no, no, no, no, no, no, 16, yes
0, 0, 6, no, no, no, no, no, no, no, no, 16, yes
14, 120, 4, no, no, no, no, no, no, no, yes, 8, yes
14, 120, 4, no, no, no, no, no, no, no, yes, 8, yes
14, 120, 4, no, no, no, no, no, no, no, yes, 8, yes
14, 120, 4, no, no, no, no, no, no, no, yes, 8, yes
14, 120, 4, no, no, no, no, no, no, no, yes, 8, yes
0, 0, 6, no, no, no, no, no, no, no, yes, 13, yes
5, 50, 3, no, no, no, no, no, no, no, no, 7, yes
4, 21, 4, no, no, no, no, no, no, no, no, 8, yes
4, 20, 4, no, no, no, no, no, no, no, no, 8, yes
3, 63, 3, no, no, no, no, no, no, no, no, 7, yes
0, 0, 4, no, no, no, no, no, no, no, no, 9, yes
0, 0, 4, no, no, no, no, no, no, no, no, 9, yes
0, 0, 4, no, no, no, no, no, no, no, no, 9, yes
0, 0, 4, no, no, no, no, no, no, no, no, 9, yes
6, 134, 2, no, no, no, no, no, no, no, no, 6, yes
2, 65, 2, no, no, no, no, no, no, no, no, 5, yes
1, 40, 2, no, no, no, no, no, no, no, no, 5, yes
0, 0, 3, no, no, no, no, no, no, no, no, 9, yes
22, 273, 2, no, no, yes, no, no, no, no, no, 6, yes
22, 273, 2, no, no, yes, no, no, no, no, no, 6, yes
2, 3, 4, no, no, no, no, no, no, no, no, 9, yes
28, 341, 3, no, no, no, no, no, no, no, no, 6, yes
2, 3, 4, no, no, no, no, no, no, no, no, 9, yes
2, 3, 4, no, no, no, no, no, no, no, no, 9, yes
0, 0, 3, no, no, no, no, no, no, no, no, 8, yes
28, 341, 3, no, no, no, no, no, no, no, no, 6, yes
0, 6, 3, no, no, no, no, no, no, no, no, 6, yes
0, 6, 3, no, no, no, no, no, no, no, no, 6, yes
9, 205, 1, no, no, no, no, yes, no, no, no, 3, yes
8, 46, 3, no, no, no, no, no, no, yes, no, 7, yes
8, 46, 3, no, no, no, no, no, no, yes, no, 7, yes
4, 16, 5, no, no, no, no, no, no, yes, no, 11, yes
4, 16, 5, no, no, no, no, no, no, yes, no, 11, yes
4, 16, 5, no, no, no, no, no, no, yes, no, 11, yes
2, 38, 3, no, no, no, no, no, no, no, no, 8, yes
8, 67, 3, no, no, no, no, no, no, no, no, 8, yes
5, 32, 3, no, no, yes, no, no, no, no, no, 7, yes
23, 409, 2, no, no, no, no, no, no, no, no, 5, yes
15, 208, 2, no, no, yes, no, no, no, no, no, 5, yes
13, 170, 2, no, no, yes, no, no, no, no, no, 6, yes
10, 61, 3, no, no, no, no, no, no, no, no, 7, yes
15, 208, 2, no, no, yes, no, no, no, no, no, 5, yes
15, 208, 2, no, no, yes, no, no, no, no, no, 5, yes
6, 213, 1, no, no, no, no, yes, no, no, no, 3, yes
15, 208, 2, no, no, yes, no, no, no, no, no, 5, yes
15, 208, 2, no, no, yes, no, no, no, no, no, 5, yes
16, 260, 2, no, no, no, no, no, no, no, no, 5, yes
1, 3, 4, no, no, no, no, no, no, no, no, 9, yes
1, 3, 4, no, no, no, no, no, no, no, no, 9, yes
1, 3, 4, no, no, no, no, no, no, no, no, 9, yes
1, 3, 4, no, no, no, no, no, no, no, no, 9, yes
1, 3, 4, no, no, no, no, no, no, no, no, 9, yes
16, 225, 2, no, no, yes, no, no, no, no, no, 6, yes
15, 208, 2, no, no, yes, no, no, no, no, no, 5, yes
15, 208, 2, no, no, yes, no, no, no, no, no, 5, yes
7, 106, 3, no, no, no, no, no, no, no, no, 5, yes
7, 106, 3, no, no, no, no, no, no, no, no, 5, yes
27, 516, 2, no, no, no, no, no, no, no, no, 3, yes
2, 31, 4, no, no, no, no, no, no, no, no, 9, yes
4, 38, 3, no, no, no, no, no, no, no, no, 7, yes
3, 10, 5, no, no, no, no, no, no, no, no, 10, yes
3, 4, 6, no, no, no, no, no, no, no, yes, 12, yes
9, 23, 4, no, no, no, no, no, no, no, no, 8, yes
5, 22, 5, no, no, no, no, no, no, no, no, 10, yes
5, 22, 5, no, no, no, no, no, no, no, no, 10, yes
5, 22, 5, no, no, no, no, no, no, no, no, 10, yes
5, 22, 5, no, no, no, no, no, no, no, no, 10, yes
5, 22, 5, no, no, no, no, no, no, no, no, 10, yes
7, 121, 2, no, no, no, no, no, no, no, no, 5, yes
0, 34, 2, no, no, no, no, no, no, no, no, 5, yes
0, 34, 2, no, no, no, no, no, no, no, no, 5, yes
9, 23, 4, no, no, no, no, no, no, no, no, 8, yes
9, 36, 4, no, no, no, no, no, no, no, no, 9, yes
9, 23, 4, no, no, no, no, no, no, no, no, 8, yes
5, 22, 5, no, no, no, no, no, no, no, no, 10, yes
2, 3, 5, no, no, no, no, no, no, no, no, 12, yes
9, 82, 2, no, no, no, no, no, no, no, no, 5, yes
9, 82, 2, no, no, no, no, no, no, no, no, 5, yes
2, 3, 4, yes, no, no, no, no, no, no, no, 9, yes
2, 3, 4, yes, no, no, no, no, no, no, no, 9, yes
2, 3, 4, yes, no, no, no, no, no, no, no, 9, yes
2, 3, 4, yes, no, no, no, no, no, no, no, 9, yes
14, 161, 2, no, no, yes, no, no, no, no, no, 5, yes
14, 161, 2, no, no, yes, no, no, no, no, no, 5, yes
14, 161, 2, no, no, yes, no, no, no, no, no, 5, yes
9, 93, 2, no, no, no, no, no, no, no, no, 6, yes
0, 0, 4, no, no, no, no, no, no, no, no, 8, yes
22, 432, 1, no, no, no, no, no, no, no, no, 2, yes
14, 161, 2, no, no, yes, no, no, no, no, no, 5, yes
14, 161, 2, no, no, yes, no, no, no, no, no, 5, yes
14, 161, 2, no, no, yes, no, no, no, no, no, 5, yes
